resource_type,name,city_region,latitude,longitude,industrial_type,landuse,power_type,operator,voltage,address,website,phone,description
Industrial Zone,INDUS TMT INDUSTRIES LTD HOSUR,Bengaluru,12.650116,77.749166,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ISKCON Akshyapatra Kitchen,Bengaluru,12.888168,77.548131,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ISRO,Bengaluru,12.96822,77.700482,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ISRO Data Centre,Bengaluru,13.037564,77.519457,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,"ISRO Telemetry, Tracking and Command Network",Bengaluru,13.034785,77.511671,Energy Infrastructure,industrial,,ISRO,,,https://www.isro.gov.in/ISTRAC.html,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ITC Factory,Bengaluru,13.185735,77.639165,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ITC Filtrona,Bengaluru,13.206344,77.670582,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ITI Industrial Estate,Bengaluru,12.997175,77.698394,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,ITIR Phase 2,Bengaluru,13.318978,77.627965,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,IdeoForge Technology Limited,Bengaluru,13.149815,77.707953,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Iggalur Industrial Area,Bengaluru,12.781361,77.701506,factory,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Imperial Clothing Pvt Ltd,Bengaluru,12.783053,77.742301,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,India Tin Industries Limited,Bengaluru,12.99647,77.670725,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Indian Deep Space Network (IDSN) Center,Bengaluru,12.90047,77.370942,Energy Infrastructure,industrial,,ISRO,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Indian Oil,Bengaluru,12.986858,77.835323,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Indian Oil Skytanking,Bengaluru,13.200634,77.683927,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Indian Space Research Organisation,Bengaluru,12.964687,77.698244,Energy Infrastructure,industrial,,,,,https://www.isro.gov.in,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Indian Telephony Industries,Bengaluru,13.005793,77.678377,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,IndianOil Gas Bottling Plant 2,Bengaluru,12.99908,77.687353,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Integra Textile Factory,Bengaluru,13.002619,77.568272,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Intermed Labs Pvt.Ltd,Bengaluru,12.774203,77.635606,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,J J Engineering,Bengaluru,12.772111,77.634002,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,J Ramaiah Roller Flour Mills P Ltd,Bengaluru,12.779215,77.738108,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jae Tee Minerals Pvt Ltd,Bengaluru,12.778157,77.745105,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jai Auto Cables Pvt Ltd,Bengaluru,12.781759,77.745395,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jai Granimarmo,Bengaluru,12.774856,77.633503,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jain Granites,Bengaluru,12.774532,77.633455,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jakkasandra Industrial Area Phase II,Bengaluru,13.086686,77.981917,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jakkur 15MLD Sewage Treatment Planet,Bengaluru,13.094518,77.606345,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jallan Polypack India Pvt.Ltd,Bengaluru,12.782273,77.741167,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jfp Agro Pvt Ltd,Bengaluru,12.779888,77.740865,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jigani Industrial Estate,Bengaluru,12.776639,77.636773,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jindal Aluminium,Bengaluru,13.218547,77.256255,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jindal Aluminium Limited,Bengaluru,13.054957,77.482796,factory,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Juki India Pvt. Ltd.,Bengaluru,13.149845,77.705497,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jupitor Technologies Pvt Ltd,Bengaluru,12.772224,77.634022,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Jyothi Industries,Bengaluru,12.779602,77.740747,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K M Granites India Pvt Ltd,Bengaluru,12.7765,77.632623,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K N K Concrete Blocks,Bengaluru,12.783178,77.738676,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K N R Industries,Bengaluru,12.781056,77.740664,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K N V Silk Mills,Bengaluru,12.779092,77.746538,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K V Forgings Pvt Ltd,Bengaluru,12.784669,77.74186,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K V Raman,Bengaluru,12.780256,77.743519,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K&C Valley 218MLD Sewage Treatment Plant,Bengaluru,12.939813,77.65951,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K&C Valley 30MLD Sewage Treatment Plant,Bengaluru,12.942264,77.656459,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K&C Valley 60MLD Sewage Treatment Plant,Bengaluru,12.939749,77.65631,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,K&C Valley Sewage Treatment Plant,Bengaluru,12.940112,77.657472,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KEB Workshop,Bengaluru,13.036769,77.558444,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KIADB GLSR,Bengaluru,13.156006,77.682188,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KIADB Hardware Park,Bengaluru,13.153224,77.691524,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KIADB Land,Bengaluru,12.991549,77.73849,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KPTCL,Bengaluru,12.99284,77.658764,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KR Puram Phase I 20MLD Sewage Treatment Planet,Bengaluru,13.016629,77.693588,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSIIDC,Bengaluru,12.771086,77.635327,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSIIDC,Bengaluru,12.771505,77.63537,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSIIDC,Bengaluru,12.771963,77.635417,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSIIDC,Bengaluru,12.772453,77.635467,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSIIDC,Bengaluru,12.772992,77.635482,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSIIDC,Bengaluru,12.770747,77.635299,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Depot 1 (Shantinagar),Bengaluru,12.952378,77.598789,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Depot 2 (Shantinagar),Bengaluru,12.95625,77.59435,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Depot 4 (Shantinagar),Bengaluru,12.955243,77.594235,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Depot 5,Bengaluru,12.950133,77.536624,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Depot 6,Bengaluru,12.952695,77.543417,depot,industrial,,KSRTC,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Depot Harohalli,Bengaluru,12.698281,77.477726,depot,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,KSRTC Regional Workshops,Bengaluru,12.903253,77.474171,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kadabeesanahalli Sewage Treatment Plant,Bengaluru,12.947371,77.697269,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kadugodi 6MLD Sewage Treatment Planet,Bengaluru,12.996678,77.777104,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kadugodi Industrial Area,Bengaluru,12.990684,77.746774,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kaggadasapura STP,Bengaluru,12.983541,77.669721,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kamalam Handlooms Pvt Ltd,Bengaluru,12.778298,77.640005,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kamalanagar BWSSB Service Station,Bengaluru,12.994967,77.537946,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kanteerava Studio,Bengaluru,13.019877,77.533483,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kanunga Extrusion P Ltd,Bengaluru,12.774197,77.633375,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karam Gears,Bengaluru,13.034593,77.528046,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karle,Bengaluru,13.047931,77.497848,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karle Group,Bengaluru,13.016505,77.554744,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karle Town Centre,Bengaluru,13.047397,77.612542,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Cooperative Milk Producer's Federation Ltd.,Bengaluru,12.955628,77.703716,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Leaf Springs P Ltd,Bengaluru,12.785879,77.739337,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Milk Federation,Bengaluru,13.109864,77.81666,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Polymers,Bengaluru,12.780381,77.635566,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Power Transmission Corporation,Bengaluru,12.941258,77.59197,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Power Transmission Corporation,Bengaluru,12.988888,77.551299,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Power Transmission Corporation,Bengaluru,12.991259,77.551701,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Pressure Vessels P Ltd,Bengaluru,12.784204,77.739248,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka State Beverage Corporation Limited,Bengaluru,13.025204,77.622572,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka State Labour Institute,Bengaluru,13.053266,77.496558,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka State Seeds Corporation Limited,Bengaluru,13.040846,77.589283,warehouse,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka State Warehousing Corporation,Bengaluru,12.991646,77.788557,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Vidyuth Karkhane Limited,Bengaluru,12.95205,77.539074,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karnataka Water Pumps (P)Ltd,Bengaluru,12.783884,77.739406,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Karthik Industries,Bengaluru,12.778343,77.74097,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kaveri Industries,Bengaluru,12.780295,77.635958,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kaveri Industries,Bengaluru,12.780242,77.636318,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Keetron Electronics Pvt Ltd,Bengaluru,12.78246,77.739787,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kempabudhi Sewage Treatment Planet,Bengaluru,12.952426,77.557722,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kengeri 60MLD Sewage Treatment Plant,Bengaluru,12.916434,77.49012,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kennametal,Bengaluru,13.050677,77.49866,Energy Infrastructure,industrial,,,,,https://www.kennametal.com,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Khadi and Village Industries Commission,Bengaluru,13.005611,77.668093,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Khoday,Bengaluru,12.837788,77.545712,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Khodays Breweries,Bengaluru,12.891024,77.565863,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Khodays Distilleries,Bengaluru,12.981181,77.571149,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kolapuri Amma Packaging,Bengaluru,12.912107,77.628825,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kolar Minor Irrigation LIS Stage 2,Bengaluru,12.941677,77.718994,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Koramangala 210MLD Intermediate Sewage Pumping Stations,Bengaluru,12.946867,77.623595,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Korgi Engineering Industries,Bengaluru,12.78313,77.741947,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Krishna Badaram Industries,Bengaluru,13.033754,77.52709,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Krishna Flour Mill,Bengaluru,12.985486,77.571602,grinding_mill,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Krishna Granites,Bengaluru,12.776414,77.633494,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Krishnarajapuram Diesel Loco Shed,Bengaluru,13.001392,77.692441,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Kumbalagodu Industrial Area,Bengaluru,12.871381,77.443564,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,LOGOS Logistics Park,Bengaluru,13.164895,77.702485,warehouse,industrial,,,,,https://www.logosproperty.com/property/devanahalli-industrial-logistics-park/,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lake Chemicals P Ltd,Bengaluru,12.780147,77.746654,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lake Chemicals P Ltd,Bengaluru,12.779509,77.746856,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lake Chemicals P Ltd,Bengaluru,12.779905,77.747167,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lake Chemicals Pvt Ltd,Bengaluru,12.78045,77.747097,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lakshmi Granite Industries,Bengaluru,12.782734,77.74543,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lalbagh Sewage Treatment Plant,Bengaluru,12.944174,77.583666,Energy Infrastructure,industrial,,Bangalore Water Supply and Sewerage Board,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Lapp Kabel India Pvt Ltd,Bengaluru,12.774301,77.631745,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Linsa Industries,Bengaluru,13.033777,77.527428,Energy Infrastructure,,,,,,,033-28377891,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Liquid Propulsions Systems Centre,Bengaluru,12.966386,77.645334,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Log9,Bengaluru,13.072706,77.593766,Energy Infrastructure,industrial,,,,,https://www.log9materials.com,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,M M Industries,Bengaluru,12.930476,77.573966,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,M M Industries,Bengaluru,12.930447,77.573316,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,M Rajan,Bengaluru,12.778409,77.745303,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,M.S Uks Structures Pvt Ltd,Bengaluru,12.779828,77.745668,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,MAHE Sewage Treatment Plant,Bengaluru,13.126829,77.586471,Energy Infrastructure,industrial,,MAHE,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,MR Automats,Bengaluru,13.03331,77.527463,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,MRK Steels,Bengaluru,13.034682,77.526541,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Maanvik Technologies,Bengaluru,13.173486,77.741852,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Machohalli Industrial Area,Bengaluru,12.988437,77.452932,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Machohalli Industrial Area,Bengaluru,12.98443,77.455281,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Machohalli Industrial Area,Bengaluru,12.983582,77.449094,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Madras Hard Tools Pvt Ltd,Bengaluru,12.777654,77.740719,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Magod Laser Machining Pvt Ltd,Bengaluru,12.777642,77.633503,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mailasandra 75MLD Sewage Treatment Plant,Bengaluru,12.918973,77.49399,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Makino India Private Limited,Bengaluru,12.983464,77.727018,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mallathahalli Sewage Treatment Plant,Bengaluru,12.967831,77.495155,Energy Infrastructure,industrial,,BWSSB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mallik Engineering,Bengaluru,12.774654,77.636015,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Malur Industrial Area,Bengaluru,12.97908,77.915519,Energy Infrastructure,industrial,,KIADB,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Malur KSRTC Depot,Bengaluru,13.0055,77.945538,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mandovi Motors Pvt. Ltd.,Bengaluru,13.01749,77.55423,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Manivilas Food Products,Bengaluru,12.775874,77.634974,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Manjunatha Engineering Industries,Bengaluru,12.779453,77.639345,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Manjushree Technopark,Bengaluru,12.855171,77.675466,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Maruthi Ads,Bengaluru,12.775541,77.635906,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Maruthi Engg Works,Bengaluru,13.034664,77.526678,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Maruthi Steels,Bengaluru,13.0338,77.526932,Energy Infrastructure,,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Master Food Products,Bengaluru,12.774804,77.635146,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Masthenahalli Industrial Area,Bengaluru,13.337098,77.967527,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mathru Granites,Bengaluru,12.778786,77.746295,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mathru Granites,Bengaluru,12.771483,77.633892,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Max Auto Cables Pvt Ltd,Bengaluru,12.78133,77.746686,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Medreich Limited,Bengaluru,12.875361,77.567254,pharmaceuticals,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Megatechs Cold Forgings Pvt Ltd,Bengaluru,12.772616,77.634085,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Megatechs Cold Forgings Pvt Ltd,Bengaluru,12.772855,77.634118,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Meher Capacitors Pvt Ltd,Bengaluru,12.779529,77.738896,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Mercury John Deere,Bengaluru,13.051425,77.759759,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Merino Laminates,Bengaluru,12.787004,77.856407,Energy Infrastructure,industrial,,,,,https://www.merinolaminates.com/en/,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Metro Granites & Mining Pvt Ltd,Bengaluru,12.779817,77.745138,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Michell Bearings (India) Pvt Ltd,Bengaluru,12.782206,77.741629,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Micro Plastics,Bengaluru,12.771785,77.633945,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,MicroFx,Bengaluru,13.109461,77.529107,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
Industrial Zone,Miki Steel Works Pvt Ltd,Bengaluru,12.777881,77.744523,Energy Infrastructure,industrial,,,,,,,Industrial facility in Bengaluru - potential 33KV+ connection
